graphStuff\smallDots\eco_filtering_dot\Citrate_cycle.dot
2 , 2 , 60 , 92 , 4.019120454788208
2 , 7 , 60 , 90 , 4.860405445098877
2 , 0 , 60 , 91 , 3.890326499938965
2 , 3 , 60 , 90 , 3.903810977935791
2 , 4 , 60 , 91 , 4.388939619064331
7 , 5 , 60 , 85 , 4.631685256958008
7 , 4 , 60 , 84 , 4.902888536453247
7 , 11 , 60 , 83 , 4.934891939163208
7 , 5 , 60 , 87 , 4.794668197631836
7 , 3 , 60 , 80 , 4.721789836883545
12 , 5 , 60 , 80 , 5.480228662490845
12 , 6 , 60 , 78 , 4.97984766960144
12 , 5 , 60 , 75 , 5.181485891342163
12 , 6 , 60 , 80 , 5.309589385986328
12 , 6 , 60 , 78 , 5.732951879501343
17 , 1 , 60 , 71 , 6.125967979431152
17 , 3 , 60 , 71 , 5.319093465805054
17 , 3 , 60 , 70 , 5.194182395935059
17 , 3 , 60 , 69 , 5.526196718215942
17 , 3 , 60 , 70 , 5.639071464538574
graphStuff\smallDots\eco_filtering_dot\Galactose.dot
2 , 14 , 90 , 147 , 8.702320575714111
2 , 12 , 90 , 148 , 9.088943719863892
2 , 2 , 90 , 148 , 9.638229370117188
2 , 11 , 90 , 148 , 8.724350929260254
2 , 13 , 90 , 147 , 9.140656471252441
7 , 14 , 90 , 135 , 10.6564462184906
7 , 11 , 90 , 145 , 10.463608980178833
7 , 14 , 90 , 145 , 11.04714298248291
7 , 13 , 90 , 137 , 10.723040342330933
7 , 12 , 90 , 143 , 10.80426836013794
12 , 15 , 90 , 138 , 11.791030168533325
12 , 13 , 90 , 131 , 12.209918737411499
12 , 8 , 90 , 147 , 11.796962261199951
12 , 12 , 90 , 135 , 11.538324356079102
12 , 15 , 90 , 141 , 11.300932884216309
17 , 10 , 90 , 139 , 12.690232992172241
17 , 7 , 90 , 139 , 13.104140043258667
17 , 9 , 90 , 131 , 12.37532901763916
17 , 10 , 90 , 132 , 12.71823000907898
17 , 11 , 90 , 136 , 12.901580095291138
22 , 6 , 90 , 131 , 14.423083066940308
22 , 7 , 90 , 131 , 13.619180917739868
22 , 7 , 90 , 128 , 12.806326389312744
22 , 5 , 90 , 128 , 13.020209312438965
22 , 7 , 90 , 136 , 13.878078937530518
27 , 4 , 90 , 126 , 14.307785987854004
27 , 3 , 90 , 132 , 14.257517337799072
27 , 4 , 90 , 126 , 14.155410051345825
27 , 4 , 90 , 124 , 14.92365026473999
27 , 4 , 90 , 127 , 14.179045677185059
graphStuff\smallDots\eco_filtering_dot\Glycerolipid.dot
2 , 1 , 35 , 47 , 1.2898504734039307
2 , 1 , 35 , 47 , 1.3184261322021484
2 , 0 , 35 , 46 , 1.2674720287322998
2 , 0 , 35 , 45 , 1.304117202758789
2 , 0 , 35 , 47 , 1.320525884628296
7 , 1 , 35 , 40 , 1.3995678424835205
7 , 1 , 35 , 44 , 1.545712947845459
7 , 1 , 35 , 40 , 1.309455156326294
7 , 2 , 35 , 46 , 1.567521572113037
7 , 2 , 35 , 40 , 1.4452574253082275
graphStuff\smallDots\eco_filtering_dot\Glycine_serine_threonine.dot
2 , 0 , 93 , 132 , 7.62743067741394
2 , 2 , 93 , 130 , 7.989211082458496
2 , 0 , 93 , 132 , 7.885286331176758
2 , 1 , 93 , 131 , 7.863667726516724
2 , 5 , 93 , 131 , 7.854254484176636
7 , 10 , 93 , 127 , 8.715921878814697
7 , 7 , 93 , 127 , 8.780951499938965
7 , 4 , 93 , 128 , 9.08886981010437
7 , 6 , 93 , 131 , 9.078565120697021
7 , 8 , 93 , 126 , 8.604320526123047
12 , 7 , 93 , 122 , 9.76558256149292
12 , 5 , 93 , 126 , 9.768604516983032
12 , 5 , 93 , 125 , 9.442304372787476
12 , 9 , 93 , 125 , 10.066717147827148
12 , 6 , 93 , 120 , 9.781550168991089
17 , 7 , 93 , 123 , 10.279525995254517
17 , 8 , 93 , 119 , 10.70689344406128
17 , 9 , 93 , 117 , 10.604252815246582
17 , 9 , 93 , 117 , 10.929781913757324
17 , 9 , 93 , 119 , 11.01852035522461
22 , 6 , 93 , 112 , 11.34279203414917
22 , 6 , 93 , 115 , 11.206687450408936
22 , 5 , 93 , 115 , 11.396770715713501
22 , 7 , 93 , 114 , 13.274804830551147
22 , 7 , 93 , 115 , 13.393595218658447
27 , 2 , 93 , 110 , 14.836856603622437
27 , 1 , 93 , 108 , 15.128231287002563
27 , 2 , 93 , 107 , 13.047720670700073
27 , 2 , 93 , 109 , 13.31180453300476
27 , 1 , 93 , 107 , 11.919019937515259
graphStuff\smallDots\eco_filtering_dot\Pentose_phosphate.dot
2 , 3 , 80 , 116 , 8.542678833007812
2 , 3 , 80 , 123 , 8.201831817626953
2 , 2 , 80 , 123 , 8.865569353103638
2 , 0 , 80 , 123 , 8.83897876739502
2 , 2 , 80 , 119 , 9.823566675186157
7 , 5 , 80 , 113 , 10.015690326690674
7 , 6 , 80 , 110 , 9.80477237701416
7 , 6 , 80 , 115 , 12.11260199546814
7 , 7 , 80 , 118 , 10.621105909347534
7 , 5 , 80 , 118 , 9.430508613586426
12 , 4 , 80 , 105 , 11.099225997924805
12 , 2 , 80 , 108 , 11.891034364700317
12 , 7 , 80 , 108 , 12.660847187042236
12 , 8 , 80 , 106 , 11.910048484802246
12 , 7 , 80 , 106 , 12.40920352935791
17 , 3 , 80 , 103 , 13.077766180038452
17 , 1 , 80 , 105 , 14.163267850875854
17 , 5 , 80 , 102 , 14.032085180282593
17 , 5 , 80 , 104 , 13.219847440719604
17 , 4 , 80 , 101 , 14.211857795715332
22 , 1 , 80 , 90 , 14.78881311416626
22 , 1 , 80 , 94 , 14.089123010635376
22 , 1 , 80 , 90 , 13.859506368637085
22 , 1 , 80 , 90 , 14.374001026153564
22 , 0 , 80 , 91 , 14.657491207122803
graphStuff\smallDots\eco_filtering_dot\Polyketide.dot
2 , 2 , 12 , 14 , 0.23208093643188477
2 , 2 , 12 , 15 , 0.2542243003845215
2 , 2 , 12 , 15 , 0.1743154525756836
2 , 2 , 12 , 15 , 0.1830136775970459
2 , 2 , 12 , 15 , 0.41932010650634766
graphStuff\smallDots\eco_filtering_dot\Purine.dot
2 , 9 , 224 , 348 , 56.2842059135437
2 , 9 , 224 , 348 , 54.62109160423279
2 , 12 , 224 , 347 , 56.091763496398926
2 , 3 , 224 , 346 , 55.6244170665741
2 , 0 , 224 , 347 , 57.406935930252075
7 , 16 , 224 , 342 , 60.67048454284668
7 , 12 , 224 , 341 , 58.19397759437561
7 , 15 , 224 , 345 , 59.99518322944641
7 , 20 , 224 , 341 , 61.45592665672302
7 , 11 , 224 , 347 , 58.574769258499146
12 , 18 , 224 , 334 , 64.76795530319214
12 , 21 , 224 , 336 , 63.83000564575195
12 , 19 , 224 , 336 , 65.73522210121155
12 , 17 , 224 , 339 , 66.75919079780579
12 , 26 , 224 , 331 , 65.31672668457031
17 , 27 , 224 , 335 , 63.09807562828064
17 , 25 , 224 , 331 , 66.56251096725464
17 , 23 , 224 , 332 , 65.96287178993225
17 , 12 , 224 , 340 , 63.748067140579224
17 , 19 , 224 , 322 , 68.42255973815918
22 , 26 , 224 , 324 , 70.5471544265747
22 , 20 , 224 , 320 , 71.87474417686462
22 , 28 , 224 , 326 , 70.67225670814514
22 , 32 , 224 , 315 , 72.95818328857422
22 , 25 , 224 , 327 , 70.13105130195618
27 , 22 , 224 , 310 , 81.20646286010742
27 , 21 , 224 , 318 , 79.05825018882751
27 , 25 , 224 , 325 , 76.56708788871765
27 , 22 , 224 , 321 , 81.32147908210754
27 , 29 , 224 , 315 , 80.72076797485352
graphStuff\smallDots\eco_filtering_dot\Pyruvate.dot
2 , 4 , 113 , 170 , 17.91569995880127
2 , 1 , 113 , 182 , 15.181058883666992
2 , 2 , 113 , 182 , 16.30805277824402
