graphStuff\smallDots\eco_filtering_dot\Citrate_cycle.dot2 , 4 , 60 , None , 3.6022181510925293
2 , 5 , 60 , None , 3.612529754638672
2 , 2 , 60 , None , 3.550187349319458
2 , 2 , 60 , None , 3.6122732162475586
2 , 3 , 60 , None , 3.599275827407837
7 , 3 , 60 , None , 4.005327939987183
7 , 8 , 60 , None , 4.5659403800964355
7 , 7 , 60 , None , 4.2826879024505615
7 , 4 , 60 , None , 4.158574819564819
7 , 10 , 60 , None , 4.437358140945435
12 , 8 , 60 , None , 4.7525482177734375
12 , 5 , 60 , None , 4.747416257858276
12 , 8 , 60 , None , 4.66461443901062
12 , 5 , 60 , None , 4.657896518707275
12 , 4 , 60 , None , 4.8484954833984375
17 , 3 , 60 , None , 5.012044191360474
17 , 3 , 60 , None , 4.9898529052734375
17 , 3 , 60 , None , 5.541539192199707
17 , 3 , 60 , None , 5.234455585479736
17 , 3 , 60 , None , 5.096914291381836
graphStuff\smallDots\eco_filtering_dot\Galactose.dot2 , 3 , 90 , None , 8.010129451751709
2 , 14 , 90 , None , 8.381264686584473
2 , 1 , 90 , None , 8.358080387115479
2 , 2 , 90 , None , 8.430365800857544
2 , 11 , 90 , None , 8.685136079788208
7 , 14 , 90 , None , 9.460226774215698
7 , 13 , 90 , None , 10.197537660598755
7 , 14 , 90 , None , 10.436759948730469
7 , 10 , 90 , None , 10.062257289886475
7 , 13 , 90 , None , 10.1714768409729
12 , 12 , 90 , None , 11.333593130111694
12 , 13 , 90 , None , 11.071403503417969
12 , 13 , 90 , None , 11.668874263763428
12 , 11 , 90 , None , 12.328605890274048
12 , 10 , 90 , None , 11.586353778839111
17 , 8 , 90 , None , 12.928754806518555
17 , 8 , 90 , None , 13.879412174224854
17 , 13 , 90 , None , 13.249188423156738
17 , 10 , 90 , None , 12.807901620864868
17 , 9 , 90 , None , 12.520369291305542
22 , 8 , 90 , None , 13.285370111465454
22 , 7 , 90 , None , 16.5750675201416
22 , 5 , 90 , None , 16.17559003829956
22 , 7 , 90 , None , 13.477311849594116
22 , 9 , 90 , None , 13.031565189361572
27 , 4 , 90 , None , 13.813952684402466
27 , 4 , 90 , None , 14.144428491592407
27 , 4 , 90 , None , 13.229144096374512
27 , 4 , 90 , None , 13.926113367080688
27 , 4 , 90 , None , 13.389689683914185
graphStuff\smallDots\eco_filtering_dot\Glycerolipid.dot2 , 0 , 35 , None , 1.3598220348358154
